﻿Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
Vinga A;71380;SMHIs stationsnät;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;min, 1 gång per dygn;celsius
Lufttemperatur;max, 1 gång per dygn;celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1927-04-01 00:00:00;1997-11-30 23:59:59;19.0;57.6322;11.6061
2007-06-01 00:00:00;2026-04-30 23:59:59;18.205;57.6322;11.6048

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativt dygn;Lufttemperatur;Kvalitet;Lufttemperatur;Kvalitet;;Tidsutsnitt:
1997-01-19 18:00:01;1997-01-20 18:00:00;1997-01-20;0.2;G;4.2;G
1997-01-20 18:00:01;1997-01-21 18:00:00;1997-01-21;0.0;G;3.3;G
1997-01-21 18:00:01;1997-01-22 18:00:00;1997-01-22;-4.4;G;2.5;G
1997-01-22 18:00:01;1997-01-23 18:00:00;1997-01-23;0.2;G;3.6;G
1997-01-23 18:00:01;1997-01-24 18:00:00;1997-01-24;-2.0;G;0.6;G
1997-01-24 18:00:01;1997-01-25 18:00:00;1997-01-25;-0.9;G;1.0;G
1997-01-25 18:00:01;1997-01-26 18:00:00;1997-01-26;0.2;G;1.5;G
1997-01-26 18:00:01;1997-01-27 18:00:00;1997-01-27;-0.6;G;2.7;G
1997-01-27 18:00:01;1997-01-28 18:00:00;1997-01-28;2.7;G;4.9;G
1997-01-28 18:00:01;1997-01-29 18:00:00;1997-01-29;2.0;G;4.6;G
1997-01-29 18:00:01;1997-01-30 18:00:00;1997-01-30;-0.8;G;5.5;G
1997-01-30 18:00:01;1997-01-31 18:00:00;1997-01-31;0.6;G;5.5;G
1997-01-31 18:00:01;1997-02-01 18:00:00;1997-02-01;-0.1;G;1.4;G
1997-02-01 18:00:01;1997-02-02 18:00:00;1997-02-02;-0.6;G;1.2;G
1997-02-02 18:00:01;1997-02-03 18:00:00;1997-02-03;0.0;G;2.8;G
1997-02-03 18:00:01;1997-02-04 18:00:00;1997-02-04;1.0;G;2.7;G
1997-02-04 18:00:01;1997-02-05 18:00:00;1997-02-05;1.7;G;4.2;G
1997-02-05 18:00:01;1997-02-06 18:00:00;1997-02-06;2.0;G;4.4;G
1997-02-06 18:00:01;1997-02-07 18:00:00;1997-02-07;2.1;G;4.9;G
1997-02-07 18:00:01;1997-02-08 18:00:00;1997-02-08;3.2;G;5.0;G
1997-02-08 18:00:01;1997-02-09 18:00:00;1997-02-09;3.1;G;4.6;G
1997-02-09 18:00:01;1997-02-10 18:00:00;1997-02-10;2.9;G;5.5;G
1997-02-10 18:00:01;1997-02-11 18:00:00;1997-02-11;3.4;G;5.4;G
1997-02-11 18:00:01;1997-02-12 18:00:00;1997-02-12;3.7;G;5.3;G
1997-02-12 18:00:01;1997-02-13 18:00:00;1997-02-13;1.3;G;5.5;G
1997-02-13 18:00:01;1997-02-14 18:00:00;1997-02-14;-6.7;G;1.6;G
1997-02-14 18:00:01;1997-02-15 18:00:00;1997-02-15;-9.0;G;-5.5;G
1997-02-15 18:00:01;1997-02-16 18:00:00;1997-02-16;-11.1;G;-5.7;G
1997-02-16 18:00:01;1997-02-17 18:00:00;1997-02-17;-7.0;G;-1.0;G
1997-02-17 18:00:01;1997-02-18 18:00:00;1997-02-18;-1.6;G;1.8;G
1997-02-18 18:00:01;1997-02-19 18:00:00;1997-02-19;0.9;G;3.6;G
1997-02-19 18:00:01;1997-02-20 18:00:00;1997-02-20;0.6;G;5.0;G
1997-02-20 18:00:01;1997-02-21 18:00:00;1997-02-21;4.0;G;5.5;G
1997-02-21 18:00:01;1997-02-22 18:00:00;1997-02-22;3.3;G;5.6;G
1997-02-22 18:00:01;1997-02-23 18:00:00;1997-02-23;4.1;G;5.7;G
1997-02-23 18:00:01;1997-02-24 18:00:00;1997-02-24;4.0;G;5.6;G
1997-02-24 18:00:01;1997-02-25 18:00:00;1997-02-25;2.4;G;5.0;G
1997-02-25 18:00:01;1997-02-26 18:00:00;1997-02-26;4.0;G;5.9;G
1997-02-26 18:00:01;1997-02-27 18:00:00;1997-02-27;1.9;G;5.3;G
1997-02-27 18:00:01;1997-02-28 18:00:00;1997-02-28;3.0;G;4.8;G
1997-02-28 18:00:01;1997-03-01 18:00:00;1997-03-01;3.6;G;5.0;G
1997-03-01 18:00:01;1997-03-02 18:00:00;1997-03-02;4.1;G;6.0;G
1997-03-02 18:00:01;1997-03-03 18:00:00;1997-03-03;4.8;G;5.8;G
1997-03-03 18:00:01;1997-03-04 18:00:00;1997-03-04;4.6;G;6.2;G
1997-03-04 18:00:01;1997-03-05 18:00:00;1997-03-05;1.5;G;5.0;G
1997-03-05 18:00:01;1997-03-06 18:00:00;1997-03-06;1.4;G;5.4;G
1997-03-06 18:00:01;1997-03-07 18:00:00;1997-03-07;3.0;G;5.0;G
1997-03-07 18:00:01;1997-03-08 18:00:00;1997-03-08;3.1;G;5.6;G
1997-03-08 18:00:01;1997-03-09 18:00:00;1997-03-09;3.6;G;6.4;G
1997-03-09 18:00:01;1997-03-10 18:00:00;1997-03-10;3.2;G;6.0;G
1997-03-10 18:00:01;1997-03-11 18:00:00;1997-03-11;2.6;G;5.7;G
1997-03-11 18:00:01;1997-03-12 18:00:00;1997-03-12;3.0;G;4.6;G
1997-03-12 18:00:01;1997-03-13 18:00:00;1997-03-13;3.1;G;6.6;G
1997-03-13 18:00:01;1997-03-14 18:00:00;1997-03-14;1.6;G;6.7;G
1997-03-14 18:00:01;1997-03-15 18:00:00;1997-03-15;1.6;G;4.3;G
1997-03-15 18:00:01;1997-03-16 18:00:00;1997-03-16;-0.5;G;3.9;G
1997-03-16 18:00:01;1997-03-17 18:00:00;1997-03-17;-1.1;G;1.7;G
1997-03-17 18:00:01;1997-03-18 18:00:00;1997-03-18;-1.1;G;3.2;G
1997-03-18 18:00:01;1997-03-19 18:00:00;1997-03-19;-1.2;G;1.6;G
1997-03-19 18:00:01;1997-03-20 18:00:00;1997-03-20;-1.0;G;2.3;G
1997-03-20 18:00:01;1997-03-21 18:00:00;1997-03-21;-0.7;G;2.2;G
1997-03-21 18:00:01;1997-03-22 18:00:00;1997-03-22;-1.4;G;1.7;G
1997-03-22 18:00:01;1997-03-23 18:00:00;1997-03-23;-1.4;G;2.7;G
1997-03-23 18:00:01;1997-03-24 18:00:00;1997-03-24;-1.4;G;2.6;G
1997-03-24 18:00:01;1997-03-25 18:00:00;1997-03-25;-1.6;G;2.7;G
1997-03-25 18:00:01;1997-03-26 18:00:00;1997-03-26;1.8;G;5.7;G
1997-03-26 18:00:01;1997-03-27 18:00:00;1997-03-27;3.4;G;6.8;G
1997-03-27 18:00:01;1997-03-28 18:00:00;1997-03-28;4.2;G;7.0;G
1997-03-28 18:00:01;1997-03-29 18:00:00;1997-03-29;0.5;G;7.0;G
1997-03-29 18:00:01;1997-03-30 18:00:00;1997-03-30;3.5;G;6.9;G
1997-03-30 18:00:01;1997-03-31 18:00:00;1997-03-31;2.7;G;7.5;G
1997-03-31 18:00:01;1997-04-01 18:00:00;1997-04-01;5.0;G;7.0;G
1997-04-01 18:00:01;1997-04-02 18:00:00;1997-04-02;5.2;G;7.2;G
1997-04-02 18:00:01;1997-04-03 18:00:00;1997-04-03;4.3;G;7.0;G
1997-04-03 18:00:01;1997-04-04 18:00:00;1997-04-04;3.7;G;5.7;G
1997-04-04 18:00:01;1997-04-05 18:00:00;1997-04-05;1.6;G;5.5;G
1997-04-05 18:00:01;1997-04-06 18:00:00;1997-04-06;0.9;G;4.0;G
1997-04-06 18:00:01;1997-04-07 18:00:00;1997-04-07;0.8;G;5.4;G
1997-04-07 18:00:01;1997-04-08 18:00:00;1997-04-08;1.4;G;5.6;G
1997-04-08 18:00:01;1997-04-09 18:00:00;1997-04-09;4.5;G;7.8;G
1997-04-09 18:00:01;1997-04-10 18:00:00;1997-04-10;3.5;G;6.6;G
1997-04-10 18:00:01;1997-04-11 18:00:00;1997-04-11;3.5;G;7.8;G
1997-04-11 18:00:01;1997-04-12 18:00:00;1997-04-12;2.1;G;7.3;G
1997-04-12 18:00:01;1997-04-13 18:00:00;1997-04-13;4.2;G;8.6;G
1997-04-13 18:00:01;1997-04-14 18:00:00;1997-04-14;5.1;G;8.0;G
1997-04-14 18:00:01;1997-04-15 18:00:00;1997-04-15;2.8;G;7.2;G
1997-04-15 18:00:01;1997-04-16 18:00:00;1997-04-16;2.2;G;7.0;G
1997-04-16 18:00:01;1997-04-17 18:00:00;1997-04-17;4.3;G;8.2;G
1997-04-17 18:00:01;1997-04-18 18:00:00;1997-04-18;3.4;G;8.0;G
1997-04-18 18:00:01;1997-04-19 18:00:00;1997-04-19;-1.3;G;5.6;G
1997-04-19 18:00:01;1997-04-20 18:00:00;1997-04-20;0.4;G;5.2;G
1997-04-20 18:00:01;1997-04-21 18:00:00;1997-04-21;3.4;G;6.0;G
1997-04-21 18:00:01;1997-04-22 18:00:00;1997-04-22;2.9;G;5.6;G
1997-04-22 18:00:01;1997-04-23 18:00:00;1997-04-23;2.4;G;4.9;G
1997-04-23 18:00:01;1997-04-24 18:00:00;1997-04-24;3.7;G;7.0;G
1997-04-24 18:00:01;1997-04-25 18:00:00;1997-04-25;3.0;G;6.4;G
1997-04-25 18:00:01;1997-04-26 18:00:00;1997-04-26;4.4;G;8.6;G
1997-04-26 18:00:01;1997-04-27 18:00:00;1997-04-27;5.5;G;11.5;G
1997-04-27 18:00:01;1997-04-28 18:00:00;1997-04-28;6.8;G;10.5;G
1997-04-28 18:00:01;1997-04-29 18:00:00;1997-04-29;7.0;G;9.0;G
1997-04-29 18:00:01;1997-04-30 18:00:00;1997-04-30;5.0;G;9.4;G
1997-04-30 18:00:01;1997-05-01 18:00:00;1997-05-01;5.0;G;11.5;G
1997-05-01 18:00:01;1997-05-02 18:00:00;1997-05-02;7.4;G;10.8;G
1997-05-02 18:00:01;1997-05-03 18:00:00;1997-05-03;6.5;G;9.4;G
1997-05-03 18:00:01;1997-05-04 18:00:00;1997-05-04;4.2;G;8.4;G
1997-05-04 18:00:01;1997-05-05 18:00:00;1997-05-05;4.1;G;10.5;G
1997-05-05 18:00:01;1997-05-06 18:00:00;1997-05-06;6.0;G;10.0;G
1997-05-06 18:00:01;1997-05-07 18:00:00;1997-05-07;4.2;G;8.5;G
1997-05-07 18:00:01;1997-05-08 18:00:00;1997-05-08;6.4;G;12.6;G
1997-05-08 18:00:01;1997-05-09 18:00:00;1997-05-09;4.7;G;10.0;G
1997-05-09 18:00:01;1997-05-10 18:00:00;1997-05-10;4.7;G;8.7;G
1997-05-10 18:00:01;1997-05-11 18:00:00;1997-05-11;7.8;G;10.8;G
1997-05-11 18:00:01;1997-05-12 18:00:00;1997-05-12;9.1;G;10.8;G
1997-05-12 18:00:01;1997-05-13 18:00:00;1997-05-13;9.0;G;12.7;G
1997-05-13 18:00:01;1997-05-14 18:00:00;1997-05-14;9.4;G;11.9;G
1997-05-14 18:00:01;1997-05-15 18:00:00;1997-05-15;7.9;G;11.8;G
1997-05-15 18:00:01;1997-05-16 18:00:00;1997-05-16;8.7;G;13.3;G
1997-05-16 18:00:01;1997-05-17 18:00:00;1997-05-17;11.6;G;17.1;G
1997-05-17 18:00:01;1997-05-18 18:00:00;1997-05-18;11.2;G;15.5;G
1997-05-18 18:00:01;1997-05-19 18:00:00;1997-05-19;10.4;G;16.4;G
1997-05-19 18:00:01;1997-05-20 18:00:00;1997-05-20;5.2;G;13.6;G
1997-05-20 18:00:01;1997-05-21 18:00:00;1997-05-21;4.3;G;8.2;G
1997-05-21 18:00:01;1997-05-22 18:00:00;1997-05-22;5.2;G;12.0;G
1997-05-22 18:00:01;1997-05-23 18:00:00;1997-05-23;6.9;G;13.0;G
1997-05-23 18:00:01;1997-05-24 18:00:00;1997-05-24;8.2;G;12.8;G
1997-05-24 18:00:01;1997-05-25 18:00:00;1997-05-25;8.0;G;11.0;G
1997-05-25 18:00:01;1997-05-26 18:00:00;1997-05-26;6.0;G;10.8;G
1997-05-26 18:00:01;1997-05-27 18:00:00;1997-05-27;8.0;G;11.4;G
1997-05-27 18:00:01;1997-05-28 18:00:00;1997-05-28;8.4;G;11.6;G
1997-05-28 18:00:01;1997-05-29 18:00:00;1997-05-29;8.4;G;12.4;G
1997-05-29 18:00:01;1997-05-30 18:00:00;1997-05-30;9.6;G;14.6;G
1997-05-30 18:00:01;1997-05-31 18:00:00;1997-05-31;10.2;G;14.9;G
1997-05-31 18:00:01;1997-06-01 18:00:00;1997-06-01;10.6;G;16.0;G
1997-06-01 18:00:01;1997-06-02 18:00:00;1997-06-02;13.0;G;21.3;G
1997-06-02 18:00:01;1997-06-03 18:00:00;1997-06-03;14.3;G;17.2;G
1997-06-03 18:00:01;1997-06-04 18:00:00;1997-06-04;11.0;G;15.2;G
1997-06-04 18:00:01;1997-06-05 18:00:00;1997-06-05;12.2;G;18.1;G
1997-06-05 18:00:01;1997-06-06 18:00:00;1997-06-06;14.2;G;23.6;G
1997-06-06 18:00:01;1997-06-07 18:00:00;1997-06-07;14.5;G;23.1;G
1997-06-07 18:00:01;1997-06-08 18:00:00;1997-06-08;15.3;G;21.7;G
1997-06-08 18:00:01;1997-06-09 18:00:00;1997-06-09;15.0;G;21.7;G
1997-06-09 18:00:01;1997-06-10 18:00:00;1997-06-10;12.9;G;20.0;G
1997-06-10 18:00:01;1997-06-11 18:00:00;1997-06-11;10.5;G;20.2;G
1997-06-11 18:00:01;1997-06-12 18:00:00;1997-06-12;17.0;G;22.8;G
1997-06-12 18:00:01;1997-06-13 18:00:00;1997-06-13;17.0;G;22.1;G
1997-06-13 18:00:01;1997-06-14 18:00:00;1997-06-14;16.0;G;18.6;G
1997-06-14 18:00:01;1997-06-15 18:00:00;1997-06-15;13.3;G;18.0;G
1997-06-15 18:00:01;1997-06-16 18:00:00;1997-06-16;12.8;G;17.6;G
1997-06-16 18:00:01;1997-06-17 18:00:00;1997-06-17;13.3;G;15.8;G
1997-06-17 18:00:01;1997-06-18 18:00:00;1997-06-18;11.8;G;15.1;G
1997-06-18 18:00:01;1997-06-19 18:00:00;1997-06-19;12.0;G;16.2;G
1997-06-19 18:00:01;1997-06-20 18:00:00;1997-06-20;13.6;G;16.2;G
1997-06-20 18:00:01;1997-06-21 18:00:00;1997-06-21;12.7;G;16.5;G
1997-06-21 18:00:01;1997-06-22 18:00:00;1997-06-22;13.4;G;16.1;G
1997-06-22 18:00:01;1997-06-23 18:00:00;1997-06-23;12.0;G;17.5;G
1997-06-23 18:00:01;1997-06-24 18:00:00;1997-06-24;13.8;G;17.5;G
1997-06-24 18:00:01;1997-06-25 18:00:00;1997-06-25;12.6;G;16.1;G
1997-06-25 18:00:01;1997-06-26 18:00:00;1997-06-26;11.5;G;16.2;G
1997-06-26 18:00:01;1997-06-27 18:00:00;1997-06-27;12.5;G;20.5;G
1997-06-27 18:00:01;1997-06-28 18:00:00;1997-06-28;13.7;G;19.9;G
1997-06-28 18:00:01;1997-06-29 18:00:00;1997-06-29;14.7;G;19.2;G
1997-06-29 18:00:01;1997-06-30 18:00:00;1997-06-30;15.5;G;23.0;G
1997-06-30 18:00:01;1997-07-01 18:00:00;1997-07-01;14.9;G;20.0;G
1997-07-01 18:00:01;1997-07-02 18:00:00;1997-07-02;13.0;G;19.0;G
1997-07-02 18:00:01;1997-07-03 18:00:00;1997-07-03;16.0;G;21.0;G
1997-07-03 18:00:01;1997-07-04 18:00:00;1997-07-04;15.4;G;21.0;G
1997-07-04 18:00:01;1997-07-05 18:00:00;1997-07-05;15.9;G;18.0;G
1997-07-05 18:00:01;1997-07-06 18:00:00;1997-07-06;14.0;G;19.8;G
1997-07-06 18:00:01;1997-07-07 18:00:00;1997-07-07;17.0;G;22.2;G
1997-07-07 18:00:01;1997-07-08 18:00:00;1997-07-08;16.7;G;20.6;G
1997-07-08 18:00:01;1997-07-09 18:00:00;1997-07-09;14.8;G;20.0;G
1997-07-09 18:00:01;1997-07-10 18:00:00;1997-07-10;16.1;G;19.4;G
1997-07-10 18:00:01;1997-07-11 18:00:00;1997-07-11;15.9;G;20.8;G
1997-07-11 18:00:01;1997-07-12 18:00:00;1997-07-12;17.1;G;20.6;G
1997-07-12 18:00:01;1997-07-13 18:00:00;1997-07-13;16.8;G;20.5;G
1997-07-13 18:00:01;1997-07-14 18:00:00;1997-07-14;18.5;G;22.5;G
1997-07-14 18:00:01;1997-07-15 18:00:00;1997-07-15;17.4;G;21.0;G
1997-07-15 18:00:01;1997-07-16 18:00:00;1997-07-16;18.9;G;22.0;G
1997-07-16 18:00:01;1997-07-17 18:00:00;1997-07-17;17.1;G;22.7;G
1997-07-17 18:00:01;1997-07-18 18:00:00;1997-07-18;15.0;G;22.1;G
1997-07-18 18:00:01;1997-07-19 18:00:00;1997-07-19;15.0;G;23.0;G
1997-07-19 18:00:01;1997-07-20 18:00:00;1997-07-20;16.3;G;24.5;G
1997-07-20 18:00:01;1997-07-21 18:00:00;1997-07-21;18.2;G;26.2;G
1997-07-21 18:00:01;1997-07-22 18:00:00;1997-07-22;19.7;G;24.6;G
1997-07-22 18:00:01;1997-07-23 18:00:00;1997-07-23;19.6;G;24.3;G
1997-07-23 18:00:01;1997-07-24 18:00:00;1997-07-24;17.0;G;24.3;G
1997-07-24 18:00:01;1997-07-25 18:00:00;1997-07-25;17.6;G;22.0;G
1997-07-25 18:00:01;1997-07-26 18:00:00;1997-07-26;18.0;G;21.4;G
1997-07-26 18:00:01;1997-07-27 18:00:00;1997-07-27;16.8;G;20.0;G
1997-07-27 18:00:01;1997-07-28 18:00:00;1997-07-28;16.7;G;19.3;G
1997-07-28 18:00:01;1997-07-29 18:00:00;1997-07-29;16.0;G;19.4;G
1997-07-29 18:00:01;1997-07-30 18:00:00;1997-07-30;16.7;G;19.0;G
1997-07-30 18:00:01;1997-07-31 18:00:00;1997-07-31;16.7;G;19.4;G
1997-07-31 18:00:01;1997-08-01 18:00:00;1997-08-01;15.8;G;21.0;G
1997-08-01 18:00:01;1997-08-02 18:00:00;1997-08-02;16.1;G;20.2;G
1997-08-02 18:00:01;1997-08-03 18:00:00;1997-08-03;17.6;G;21.5;G
1997-08-03 18:00:01;1997-08-04 18:00:00;1997-08-04;18.1;G;21.3;G
1997-08-04 18:00:01;1997-08-05 18:00:00;1997-08-05;17.2;G;24.5;G
1997-08-05 18:00:01;1997-08-06 18:00:00;1997-08-06;18.4;G;23.4;G
1997-08-06 18:00:01;1997-08-07 18:00:00;1997-08-07;18.3;G;23.5;G
1997-08-07 18:00:01;1997-08-08 18:00:00;1997-08-08;18.0;G;23.4;G
1997-08-08 18:00:01;1997-08-09 18:00:00;1997-08-09;20.0;G;23.5;G
1997-08-09 18:00:01;1997-08-10 18:00:00;1997-08-10;21.4;G;24.0;G
1997-08-10 18:00:01;1997-08-11 18:00:00;1997-08-11;21.3;G;25.2;G
1997-08-11 18:00:01;1997-08-12 18:00:00;1997-08-12;21.5;G;25.3;G
1997-08-12 18:00:01;1997-08-13 18:00:00;1997-08-13;21.5;G;24.6;G
1997-08-13 18:00:01;1997-08-14 18:00:00;1997-08-14;22.0;G;24.3;G
1997-08-14 18:00:01;1997-08-15 18:00:00;1997-08-15;21.3;G;24.2;G
1997-08-15 18:00:01;1997-08-16 18:00:00;1997-08-16;21.5;G;23.3;G
1997-08-16 18:00:01;1997-08-17 18:00:00;1997-08-17;19.5;G;23.5;G
1997-08-17 18:00:01;1997-08-18 18:00:00;1997-08-18;20.9;G;24.4;G
1997-08-18 18:00:01;1997-08-19 18:00:00;1997-08-19;21.4;G;25.0;G
1997-08-19 18:00:01;1997-08-20 18:00:00;1997-08-20;21.0;G;25.4;G
1997-08-20 18:00:01;1997-08-21 18:00:00;1997-08-21;21.3;G;25.1;G
1997-08-21 18:00:01;1997-08-22 18:00:00;1997-08-22;20.4;G;25.5;G
1997-08-22 18:00:01;1997-08-23 18:00:00;1997-08-23;19.4;G;25.4;G
1997-08-23 18:00:01;1997-08-24 18:00:00;1997-08-24;18.8;G;22.0;G
1997-08-24 18:00:01;1997-08-25 18:00:00;1997-08-25;18.9;G;22.7;G
1997-08-25 18:00:01;1997-08-26 18:00:00;1997-08-26;17.8;G;23.4;G
1997-08-26 18:00:01;1997-08-27 18:00:00;1997-08-27;14.9;G;22.4;G
1997-08-27 18:00:01;1997-08-28 18:00:00;1997-08-28;19.8;G;24.6;G
1997-08-28 18:00:01;1997-08-29 18:00:00;1997-08-29;16.0;G;23.6;G
1997-08-29 18:00:01;1997-08-30 18:00:00;1997-08-30;14.6;G;20.9;G
1997-08-30 18:00:01;1997-08-31 18:00:00;1997-08-31;17.1;G;22.0;G
1997-08-31 18:00:01;1997-09-01 18:00:00;1997-09-01;18.4;G;22.5;G
1997-09-01 18:00:01;1997-09-02 18:00:00;1997-09-02;17.6;G;22.4;G
1997-09-02 18:00:01;1997-09-03 18:00:00;1997-09-03;14.6;G;19.6;G
1997-09-03 18:00:01;1997-09-04 18:00:00;1997-09-04;17.4;G;19.2;G
1997-09-04 18:00:01;1997-09-05 18:00:00;1997-09-05;17.5;G;19.5;G
1997-09-05 18:00:01;1997-09-06 18:00:00;1997-09-06;14.1;G;18.9;G
1997-09-06 18:00:01;1997-09-07 18:00:00;1997-09-07;15.2;G;17.6;G
1997-09-07 18:00:01;1997-09-08 18:00:00;1997-09-08;15.5;G;17.9;G
1997-09-08 18:00:01;1997-09-09 18:00:00;1997-09-09;13.0;G;17.7;G
1997-09-09 18:00:01;1997-09-10 18:00:00;1997-09-10;13.5;G;16.0;G
1997-09-10 18:00:01;1997-09-11 18:00:00;1997-09-11;12.3;G;17.2;G
1997-09-11 18:00:01;1997-09-12 18:00:00;1997-09-12;15.0;G;17.2;G
1997-09-12 18:00:01;1997-09-13 18:00:00;1997-09-13;12.5;G;17.1;G
1997-09-13 18:00:01;1997-09-14 18:00:00;1997-09-14;10.6;G;13.8;G
1997-09-14 18:00:01;1997-09-15 18:00:00;1997-09-15;11.4;G;15.7;G
1997-09-15 18:00:01;1997-09-16 18:00:00;1997-09-16;14.5;G;17.0;G
1997-09-16 18:00:01;1997-09-17 18:00:00;1997-09-17;14.0;G;16.6;G
1997-09-17 18:00:01;1997-09-18 18:00:00;1997-09-18;11.9;G;14.5;G
1997-09-18 18:00:01;1997-09-19 18:00:00;1997-09-19;10.3;G;15.7;G
1997-09-19 18:00:01;1997-09-20 18:00:00;1997-09-20;12.0;G;13.2;G
1997-09-20 18:00:01;1997-09-21 18:00:00;1997-09-21;12.0;G;14.2;G
1997-09-21 18:00:01;1997-09-22 18:00:00;1997-09-22;13.3;G;14.5;G
1997-09-22 18:00:01;1997-09-23 18:00:00;1997-09-23;13.0;G;14.8;G
1997-09-23 18:00:01;1997-09-24 18:00:00;1997-09-24;13.0;G;15.5;G
1997-09-24 18:00:01;1997-09-25 18:00:00;1997-09-25;12.0;G;14.8;G
1997-09-25 18:00:01;1997-09-26 18:00:00;1997-09-26;12.4;G;14.6;G
1997-09-26 18:00:01;1997-09-27 18:00:00;1997-09-27;9.4;G;14.4;G
1997-09-27 18:00:01;1997-09-28 18:00:00;1997-09-28;9.5;G;14.5;G
1997-09-28 18:00:01;1997-09-29 18:00:00;1997-09-29;12.2;G;14.4;G
1997-09-29 18:00:01;1997-09-30 18:00:00;1997-09-30;12.2;G;14.8;G
1997-09-30 18:00:01;1997-10-01 18:00:00;1997-10-01;10.9;G;13.3;G
1997-10-01 18:00:01;1997-10-02 18:00:00;1997-10-02;8.8;G;12.2;G
1997-10-02 18:00:01;1997-10-03 18:00:00;1997-10-03;9.0;G;12.8;G
1997-10-03 18:00:01;1997-10-04 18:00:00;1997-10-04;12.0;G;13.8;G
1997-10-04 18:00:01;1997-10-05 18:00:00;1997-10-05;10.0;G;13.4;G
1997-10-05 18:00:01;1997-10-06 18:00:00;1997-10-06;11.3;G;14.5;G
1997-10-06 18:00:01;1997-10-07 18:00:00;1997-10-07;11.4;G;14.1;G
1997-10-07 18:00:01;1997-10-08 18:00:00;1997-10-08;11.8;G;14.5;G
1997-10-08 18:00:01;1997-10-09 18:00:00;1997-10-09;11.8;G;13.9;G
1997-10-09 18:00:01;1997-10-10 18:00:00;1997-10-10;9.7;G;12.2;G
1997-10-10 18:00:01;1997-10-11 18:00:00;1997-10-11;8.9;G;11.7;G
1997-10-11 18:00:01;1997-10-12 18:00:00;1997-10-12;8.2;G;12.0;G
1997-10-12 18:00:01;1997-10-13 18:00:00;1997-10-13;8.0;G;10.6;G
1997-10-13 18:00:01;1997-10-14 18:00:00;1997-10-14;5.1;G;10.0;G
1997-10-14 18:00:01;1997-10-15 18:00:00;1997-10-15;3.9;G;7.0;G
1997-10-15 18:00:01;1997-10-16 18:00:00;1997-10-16;3.1;G;6.3;G
1997-10-16 18:00:01;1997-10-17 18:00:00;1997-10-17;5.3;G;9.1;G
1997-10-17 18:00:01;1997-10-18 18:00:00;1997-10-18;8.4;G;13.0;G
1997-10-18 18:00:01;1997-10-19 18:00:00;1997-10-19;10.8;G;13.0;G
1997-10-19 18:00:01;1997-10-20 18:00:00;1997-10-20;3.1;G;11.6;G
1997-10-20 18:00:01;1997-10-21 18:00:00;1997-10-21;3.3;G;8.4;G
1997-10-21 18:00:01;1997-10-22 18:00:00;1997-10-22;6.6;G;9.3;G
1997-10-22 18:00:01;1997-10-23 18:00:00;1997-10-23;3.0;G;9.5;G
1997-10-23 18:00:01;1997-10-24 18:00:00;1997-10-24;2.8;G;7.0;G
1997-10-24 18:00:01;1997-10-25 18:00:00;1997-10-25;1.4;G;7.3;G
1997-10-25 18:00:01;1997-10-26 18:00:00;1997-10-26;0.7;G;6.0;G
1997-10-26 18:00:01;1997-10-27 18:00:00;1997-10-27;0.4;G;4.4;G
1997-10-27 18:00:01;1997-10-28 18:00:00;1997-10-28;4.0;G;7.1;G
1997-10-28 18:00:01;1997-10-29 18:00:00;1997-10-29;6.1;G;9.6;G
1997-10-29 18:00:01;1997-10-30 18:00:00;1997-10-30;6.2;G;9.5;G
1997-10-30 18:00:01;1997-10-31 18:00:00;1997-10-31;7.6;G;9.3;G
1997-10-31 18:00:01;1997-11-01 18:00:00;1997-11-01;8.8;G;10.5;G
1997-11-01 18:00:01;1997-11-02 18:00:00;1997-11-02;3.8;G;10.3;G
1997-11-02 18:00:01;1997-11-03 18:00:00;1997-11-03;0.0;G;8.6;G
1997-11-03 18:00:01;1997-11-04 18:00:00;1997-11-04;1.1;G;3.5;G
1997-11-04 18:00:01;1997-11-05 18:00:00;1997-11-05;1.2;G;6.0;G
1997-11-05 18:00:01;1997-11-06 18:00:00;1997-11-06;4.1;G;7.2;G
1997-11-06 18:00:01;1997-11-07 18:00:00;1997-11-07;6.0;G;8.9;G
1997-11-07 18:00:01;1997-11-08 18:00:00;1997-11-08;8.0;G;9.8;G
1997-11-08 18:00:01;1997-11-09 18:00:00;1997-11-09;7.8;G;9.6;G
1997-11-09 18:00:01;1997-11-10 18:00:00;1997-11-10;7.7;G;9.7;G
1997-11-10 18:00:01;1997-11-11 18:00:00;1997-11-11;6.4;G;8.2;G
1997-11-11 18:00:01;1997-11-12 18:00:00;1997-11-12;6.3;G;8.1;G
1997-11-12 18:00:01;1997-11-13 18:00:00;1997-11-13;6.1;G;7.8;G
1997-11-13 18:00:01;1997-11-14 18:00:00;1997-11-14;5.1;G;8.2;G
1997-11-14 18:00:01;1997-11-15 18:00:00;1997-11-15;5.5;G;8.1;G
1997-11-15 18:00:01;1997-11-16 18:00:00;1997-11-16;3.9;G;6.3;G
1997-11-16 18:00:01;1997-11-17 18:00:00;1997-11-17;3.4;G;5.7;G
